model,condition,candidate_top_n,weight_name,weight,beta,beta_over_weight,avg_recall,avg_violation,avg_recall_delta_vs_baseline,avg_violation_drop_vs_baseline,min_recall_delta_vs_baseline_all_k,min_violation_drop_vs_baseline_all_k,strict_recall_kept_all_k,avg_recall_kept,violation_lower_all_k,violation_lower_avg,method,source_csv
text-embedding-3-small,baseline - q_trap,20,alpha,2,1,0.5,0.94325,0.63,-0.00275,0.25225,-0.005,0.23,False,False,True,True,score_anti_rrf_no_target_c20_a2_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0,0.1,,0.87925,0.68525,-0.06675,0.197,-0.267,0,False,False,False,True,score_anti_rrf_no_target_c5_a0_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0,0.2,,0.87925,0.68525,-0.06675,0.197,-0.267,0,False,False,False,True,score_anti_rrf_no_target_c5_a0_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0,0.3,,0.87925,0.68525,-0.06675,0.197,-0.267,0,False,False,False,True,score_anti_rrf_no_target_c5_a0_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0,0.5,,0.87925,0.68525,-0.06675,0.197,-0.267,0,False,False,False,True,score_anti_rrf_no_target_c5_a0_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0,0.75,,0.87925,0.68525,-0.06675,0.197,-0.267,0,False,False,False,True,score_anti_rrf_no_target_c5_a0_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0,1,,0.87925,0.68525,-0.06675,0.197,-0.267,0,False,False,False,True,score_anti_rrf_no_target_c5_a0_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.25,0.1,0.4,0.945,0.83525,-0.001,0.047,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.25_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.25,0.2,0.8,0.94425,0.786,-0.00175,0.09625,-0.007,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.25_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.25,0.3,1.2,0.93825,0.7165,-0.00775,0.16575,-0.031,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.25_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.25,0.5,2,0.9275,0.691,-0.0185,0.19125,-0.074,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.25_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.25,0.75,3,0.9195,0.688,-0.0265,0.19425,-0.106,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.25_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.25,1,4,0.91275,0.687,-0.03325,0.19525,-0.133,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.25_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.5,0.1,0.2,0.946,0.86,0,0.02225,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a0.5_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.5,0.2,0.4,0.945,0.83525,-0.001,0.047,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.5_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.5,0.3,0.6,0.945,0.8095,-0.001,0.07275,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.5_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.5,0.5,1,0.94425,0.75925,-0.00175,0.123,-0.007,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.5_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.5,0.75,1.5,0.93175,0.6975,-0.01425,0.18475,-0.057,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.5_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.5,1,2,0.9275,0.691,-0.0185,0.19125,-0.074,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.5_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.75,0.1,0.133333,0.946,0.869,0,0.01325,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a0.75_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.75,0.2,0.266667,0.946,0.8545,0,0.02775,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a0.75_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.75,0.3,0.4,0.945,0.83525,-0.001,0.047,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.75_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.75,0.5,0.666667,0.9445,0.8025,-0.0015,0.07975,-0.006,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.75_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.75,0.75,1,0.94425,0.75925,-0.00175,0.123,-0.007,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.75_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,0.75,1,1.33333,0.935,0.70675,-0.011,0.1755,-0.044,0,False,False,False,True,score_anti_rrf_no_target_c5_a0.75_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1,0.1,0.1,0.946,0.8725,0,0.00975,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a1_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1,0.2,0.2,0.946,0.86,0,0.02225,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a1_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1,0.3,0.3,0.94575,0.8475,-0.00025,0.03475,-0.001,0,False,False,False,True,score_anti_rrf_no_target_c5_a1_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1,0.5,0.5,0.945,0.82475,-0.001,0.0575,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a1_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1,0.75,0.75,0.94425,0.79225,-0.00175,0.09,-0.007,0,False,False,False,True,score_anti_rrf_no_target_c5_a1_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1,1,1,0.94425,0.75925,-0.00175,0.123,-0.007,0,False,False,False,True,score_anti_rrf_no_target_c5_a1_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1.5,0.1,0.0666667,0.94625,0.87475,0.00025,0.0075,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a1.5_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1.5,0.2,0.133333,0.946,0.869,0,0.01325,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a1.5_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1.5,0.3,0.2,0.946,0.86,0,0.02225,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a1.5_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1.5,0.5,0.333333,0.9455,0.843,-0.0005,0.03925,-0.002,0,False,False,False,True,score_anti_rrf_no_target_c5_a1.5_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1.5,0.75,0.5,0.945,0.82475,-0.001,0.0575,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a1.5_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,1.5,1,0.666667,0.9445,0.8025,-0.0015,0.07975,-0.006,0,False,False,False,True,score_anti_rrf_no_target_c5_a1.5_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,2,0.1,0.05,0.946,0.87625,0,0.006,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a2_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,2,0.2,0.1,0.946,0.8725,0,0.00975,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a2_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,2,0.3,0.15,0.946,0.86725,0,0.015,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a2_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,2,0.5,0.25,0.946,0.855,0,0.02725,0,0,True,True,False,True,score_anti_rrf_no_target_c5_a2_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,2,0.75,0.375,0.945,0.8385,-0.001,0.04375,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a2_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,5,alpha,2,1,0.5,0.945,0.82475,-0.001,0.0575,-0.004,0,False,False,False,True,score_anti_rrf_no_target_c5_a2_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0,0.1,,0.009,0.009,-0.937,0.87325,-0.945,0.826,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0,0.2,,0.009,0.009,-0.937,0.87325,-0.945,0.826,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0,0.3,,0.009,0.009,-0.937,0.87325,-0.945,0.826,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0,0.5,,0.009,0.009,-0.937,0.87325,-0.945,0.826,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0,0.75,,0.009,0.009,-0.937,0.87325,-0.945,0.826,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0,1,,0.009,0.009,-0.937,0.87325,-0.945,0.826,False,False,True,True,score_anti_rrf_no_target_call_a0_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.25,0.1,0.4,0.94075,0.418,-0.00525,0.46425,-0.009,0.429,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.25,0.2,0.8,0.87975,0.0575,-0.06625,0.82475,-0.069,0.786,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.25,0.3,1.2,0.67975,0.023,-0.26625,0.85925,-0.288,0.815,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.25,0.5,2,0.203,0.01025,-0.743,0.872,-0.747,0.828,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.25,0.75,3,0.05225,0.00725,-0.89375,0.875,-0.899,0.83,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.25,1,4,0.02025,0.00675,-0.92575,0.8755,-0.932,0.831,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.5,0.1,0.2,0.94525,0.70025,-0.00075,0.182,-0.003,0.155,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.5,0.2,0.4,0.94075,0.418,-0.00525,0.46425,-0.009,0.429,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.5,0.3,0.6,0.92225,0.144,-0.02375,0.73825,-0.029,0.726,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.5,0.5,1,0.801,0.03525,-0.145,0.847,-0.158,0.806,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.5,0.75,1.5,0.45625,0.0135,-0.48975,0.86875,-0.508,0.825,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.5,1,2,0.203,0.01025,-0.743,0.872,-0.747,0.828,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.75,0.1,0.133333,0.94775,0.78125,0.00175,0.101,0,0.076,True,True,True,True,score_anti_rrf_no_target_call_a0.75_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.75,0.2,0.266667,0.94575,0.60925,-0.00025,0.273,-0.003,0.241,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.75,0.3,0.4,0.94075,0.418,-0.00525,0.46425,-0.009,0.429,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.75,0.5,0.666667,0.913,0.1065,-0.033,0.77575,-0.035,0.753,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.75,0.75,1,0.801,0.03525,-0.145,0.847,-0.158,0.806,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,0.75,1,1.33333,0.58625,0.0185,-0.35975,0.86375,-0.385,0.821,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,1,0.1,0.1,0.947,0.81375,0.001,0.0685,-0.001,0.049,False,True,True,True,score_anti_rrf_no_target_call_a1_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,1,0.2,0.2,0.94525,0.70025,-0.00075,0.182,-0.003,0.155,False,False,True,True,score_anti_rrf_no_target_call_a1_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,all,alpha,1,0.3,0.3,0.945,0.567,-0.001,0.31525,-0.004,0.286,False,False,True,True,score_anti_rrf_no_target_call_a1_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
